name,set,availability,rarity,rating,num_votes,categories,pic
Shore Leave,Shore Leave,Shop,Rare,3.3,214.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/07/fortnite-shore-leave-skin-icon-300x300.png
Shot Caller,Metro Squad,Shop,Rare,2.8,1900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-shot-caller-skin-featured-300x300.png
Sidewinder,Snakepit,Battle Pass,Epic,3.0,2800.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-sidewinder-icon-png-300x300.png
Sig,Intercept Agent,Shop,Rare,3.0,444.0,['Male'],https://progameguides.com/wp-content/uploads/2020/04/fortnite-sig-skin-featured-300x300.png
Signature Sniper,Banner Brigade,Shop,Uncommon,2.0,1100.0,['Male'],https://progameguides.com/wp-content/uploads/2019/07/fortnite-signature-sniper-skin-featured-300x300.png
Silver Surfer,Silver Surfer,Shop,Marvel,3.5,504.0,['Crossover'],https://progameguides.com/wp-content/uploads/2020/08/fortnite-silver-surfer-skin-featured-300x300.png
Singularity,Singularity,Battle Pass,Legendary,3.8,4000.0,"['Female', 'Mystery Skin', 'Styles']",https://progameguides.com/wp-content/uploads/2019/06/fortnite-skin-singularity-featured-300x300.png
Sinister Striker,Dead Ball,Shop,Rare,2.1,741.0,"['Annual', 'Halloween', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-sinister-striker-skin-icon-300x300.png
Siona,Ancient Voyager,Battle Pass,Epic,3.4,852.0,['Female'],https://progameguides.com/wp-content/uploads/2020/06/fortnite-siona-skin-icon-300x300.png
Siren,Hit Squad,Shop,Rare,3.9,1600.0,['Female'],https://progameguides.com/wp-content/uploads/2020/04/fortnite-siren-skin-icon-300x300.png
Sizzle,Durrr Burger,Shop,Uncommon,3.3,273.0,['Female'],https://progameguides.com/wp-content/uploads/2020/07/fortnite-sizzle-skin-featured-300x300.png
Sizzle Sgt.,Durrr Burger,Shop,Uncommon,3.5,1200.0,['Female'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-sizzle-sgt-skin-icon-300x300.png
Sklaxis,Bone Brigade,Shop,Epic,3.6,873.0,['Male'],https://progameguides.com/wp-content/uploads/2019/11/fortnite-sklaxis-skin-featured-300x300.png
Skull Ranger,Skull Squad,Shop,Rare,3.8,7500.0,"['Annual', 'Female', 'Halloween', 'Holidays', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-skull-ranger-featured-png-300x300.png
Skull Trooper,Skull Squad,Shop,Epic,3.8,7800.0,"['Annual', 'Halloween', 'Holidays', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2018/08/fortnite-skull-trooper-featured-png-300x300.png
Skully,Skull & Bows,Shop,Rare,3.6,4500.0,"['Female', 'Holidays', 'Styles', ""Valentine's Day""]",https://progameguides.com/wp-content/uploads/2019/04/fortnite-skully-icon-png-300x300.png
Skye,Quest Friends,Battle Pass,Epic,3.9,3200.0,"['Built-in', 'Enlightened', 'Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/02/fortnite-sky-skin-icon-300x300.png
Sledge,Heavy Hitter,Shop,Rare,3.1,992.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/08/fortnite-featured-sledge-icon-300x300.png
Sledgehammer,Advanced Forces,Battle Pass,Epic,2.7,2800.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-sledgehammer-icon-png-300x300.png
Slingshot,Racer Royale,Shop,Uncommon,3.5,1200.0,['Female'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-slingshot-skin-icon-300x300.png
Slugger,Three Strikes,Shop,Rare,2.6,1700.0,"['Baseball', 'Male', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-slugger-featured-png-300x300.png
Slumber,Dreamy Days,Shop,Epic,3.5,1400.0,['Styles'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-slumber-skin-icon-300x300.png
Slumberjack,Bedhead Brigade,Shop,Rare,3.7,86.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/11/fortnite-slumberjack-featured-300x300.png
Slurp Bandolette,Slurp Legends,Bundle,Slurp,3.5,713.0,"['Female', 'Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2020/03/fortnite-outfit-slurp-bandolette-reactive-816x853.jpg
Slurp Leviathan,Slurp Legends,Bundle,Slurp,3.8,947.0,"['Male', 'Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2020/03/fortnite-outfit-slurp-leviathan-reactive-816x853.jpg
Slurpentine,Blue Crew,Shop,Slurp,3.8,1600.0,['Female'],https://progameguides.com/wp-content/uploads/2020/03/fortnite-slurpentine-skin-featured-300x300.png
Slushy Soldier,Slushy Soldier,Shop,Epic,3.4,3300.0,"['Annual', 'Christmas', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-slushy-soldier-featured-png-300x300.png
Smoke Dragon,Ancients Reborn,Shop,Epic,3.3,683.0,"['Annual', 'Holidays', 'Lunar New Year', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/01/fortnite-smoke-dragon-skin-featured-300x300.png
Snakepit,Siege Strike,Shop,Uncommon,2.8,663.0,['Male'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-snakepit-skin-featured-300x300.png
Snow Patroller,Polar Ace,Shop,Rare,3.4,706.0,['Male'],https://progameguides.com/wp-content/uploads/2019/12/fortnite-snow-patroller-skin-featured-300x300.png
Snow Sniper,Permafrost,Shop,Uncommon,2.7,480.0,['Female'],https://progameguides.com/wp-content/uploads/2020/01/fortnite-snow-sniper-skin-icon-300x300.png
Snow Striker,Permafrost,Shop,Uncommon,2.5,415.0,['Male'],https://progameguides.com/wp-content/uploads/2020/01/fortnite-snow-striker-skin-icon-300x300.png
Snowfoot,Snow Clan,Shop,Epic,3.4,2900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-snowfoot-featured-png-300x300.png
Snowstrike,Snow Clan,Shop,Epic,3.4,2900.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-snowstrike-featured-png-300x300.png
Snuggs,Royale Hearts,Shop,Rare,3.1,848.0,['Male'],https://progameguides.com/wp-content/uploads/2019/10/fortnite-snuggs-skin-icon-300x300.png
Sofia,John Wick,Shop,Epic,2.8,1400.0,"['Crossover', 'Female']",https://progameguides.com/wp-content/uploads/2019/05/fortnite-sofia-skin-icon-300x300.png
Sorana,Standout Style,Battle Pass,Legendary,3.6,1700.0,"['Female', 'Mystery Skin', 'Styles']",https://progameguides.com/wp-content/uploads/2019/11/fortnite-sorana-skin-featured-300x300.png
Soulless Sweeper,Dead Ball,Shop,Rare,2.1,733.0,"['Annual', 'Halloween', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-soulless-sweeper-skin-featured-300x300.png
Sparkplug,Boneyard,Shop,Rare,3.6,4100.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-sparkplug-featured-png-300x300.png
Special Forces,Special Forces,Shop,Rare,2.5,2500.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-special-forces-featured-png-300x300.png
Spider Knight,Arachnid,Shop,Legendary,3.8,4600.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-spider-knight-icon-png-300x300.png
Splatterella,Llamercenary,Shop,Rare,3.9,817.0,['Female'],https://progameguides.com/wp-content/uploads/2020/08/fortnite-splatterella-skin-icon-300x300.png
Splode,Short Fuse,Shop,Epic,3.0,1900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-splode-skin-featured-300x300.png
Spooky Team Leader,Spooky Team Leader,Shop,Epic,3.2,3700.0,"['Annual', 'Female', 'Halloween', 'Holidays', 'Team Leaders']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-spooky-team-leader-icon-png-300x300.png
Stage Slayer,Garage Band,Shop,Epic,2.5,2300.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-stage-slayer-featured-png-300x300.png
Stalwart Sweeper,Goalbound,Shop,Rare,2.1,2400.0,"['Male', 'Soccer', 'Sports', 'Styles']",https://progameguides.com/wp-content/uploads/2018/08/fortnite-stalwart-sweeper-featured-png-300x300.png
Star-Lord Outfit,Guardians Of The Galaxy,Shop,Marvel,3.7,4400.0,"['Crossover', 'Male']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-star-lord-outfit-featured-300x300.png
Star-Spangled Ranger,Stars & Stripes,Shop,Uncommon,3.6,4400.0,"['Annual', 'Female', 'Fourth of July', 'Holidays', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-star-spangled-ranger-icon-png-300x300.png
Star-Spangled Trooper,Stars & Stripes,Shop,Uncommon,2.7,2900.0,"['Annual', 'Fourth of July', 'Holidays', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2018/08/fortnite-star-spangled-trooper-featured-png-300x300.png
Starfish,Fish Food,Shop,Epic,3.3,2100.0,['Female'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-skin-starfish-featured-300x300.png
Starflare,Space Fire,Shop,Epic,3.7,470.0,['Female'],https://progameguides.com/wp-content/uploads/2020/06/fortnite-starflare-skin-featured-300x300.png
Starlie,Starlie,Shop,Rare,3.2,1400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-starlie-skin-icon-300x300.png
Stealth Reflex,Counterattack,Promotion,Rare,3.7,2800.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-stealth-reflex-icon-png-300x300.png
Steelsight,Steelsight,Shop,Epic,2.0,2600.0,['Female'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-steelsight-skin-featured-300x300.png
Stella,Pastel Patrol,Shop,Uncommon,3.0,720.0,"['Annual', 'Easter', 'Female', 'Holidays']",https://progameguides.com/wp-content/uploads/2020/03/fortnite-stell-skin-icon-300x300.png
Sterling,24k,Shop,Epic,1.5,4000.0,['Male'],https://progameguides.com/wp-content/uploads/2019/05/fortnite-sterling-featured-300x300.png
Stingray,Fathoms Deep,Shop,Rare,3.1,902.0,['Male'],https://progameguides.com/wp-content/uploads/2019/11/fortnite-stingray-featured-skin-300x300.png
Stoneheart,Royale Hearts,Shop,Epic,3.9,2600.0,['Female'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-stoneheart-skin-icon-300x300.png
Stratus,Storm Stalker,Battle Pass,Epic,3.4,2300.0,"['Male', 'Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2019/05/fortnite-stratus-skin-full-body-188x300.png
Straw Ops,Straw Stuffed,Shop,Epic,3.1,3000.0,"['Annual', 'Female', 'Halloween', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-straw-ops-featured-png-300x300.png
Street Striker,Street Striker,Shop,Rare,3.0,761.0,['Male'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-street-stalker-skin-icon-300x300.png
Striped Soldier,Striped Soldier,Shop,Uncommon,2.9,2400.0,"['Football', 'Male', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-striped-soldier-featured-png-300x300.png
Strong Guard,Fourth Down,Shop,Epic,2.6,1700.0,"['Crossover', 'Football', 'Male', 'Sports', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-strong-guard-featured-png-300x300.png
Sub Commander,Sub Commander,Promotion,Epic,2.5,2100.0,"['Male', 'Twitch Prime']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-sub-commander-icon-png-300x300.png
Sugarplum,Sugarplum,Shop,Epic,2.3,3700.0,"['Christmas', 'Female', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-sugarplum-icon-png-300x300.png
Summer Drift,Drift,Shop,Epic,3.9,4200.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/06/fortnite-skin-summer-drift-icon-300x300.png
Summer Fable,Summer Legends,Bundle,Epic,3.8,540.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/07/fortnite-summer-fable-skin-icon-300x300.png
Summit Striker,Summit Striker,Bundle,Epic,3.2,2600.0,"['Male', 'Starter Pack']",https://progameguides.com/wp-content/uploads/2018/10/fortnite-summit-striker-featured-png-300x300.png
Sun Tan Specialist,Rescue Patrol,Shop,Epic,2.5,2200.0,['Male'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-sun-tan-specialist-featured-300x300.png
Sunbird,Sun Soldiers,Shop,Rare,3.8,6200.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-sunbird-featured-png-300x300.png
Sunflower,Fatal Fielders,Shop,Uncommon,3.0,2800.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-sunflower-icon-png-300x300.png
Super Striker,Goalbound,Shop,Rare,2.6,2300.0,"['Male', 'Soccer', 'Sports', 'Styles']",https://progameguides.com/wp-content/uploads/2018/08/fortnite-super-striker-featured-png-300x300.png
Supersonic,Air Royale,Shop,Legendary,3.6,3000.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-supersonic-featured-png-300x300.png
Sureshot,Bullseye,Shop,Uncommon,2.1,869.0,['Male'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-sureshot-skin-icon-300x300.png
Surf Rider,Aqua Marine,Shop,Rare,3.8,1500.0,['Female'],https://progameguides.com/wp-content/uploads/2019/10/fortnite-surf-rider-skin-featured-300x300.png
Surf Strider,Splash Squadron,Promotion,Epic,3.4,395.0,['Male'],https://progameguides.com/wp-content/uploads/2020/06/fortnite-wave-breaker-skin-featured-300x300.png
Surf Witch,Demon Beach,Shop,Rare,3.9,959.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/06/fortnite-surf-witch-skin-icon-300x300.png
Survival Specialist,Survival Specialist,Shop,Rare,3.6,3400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-survival-specialist-featured-png-300x300.png
Sushi Master,Sushi,Shop,Rare,2.9,2200.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-sushi-master-featured-png-300x300.png
Swamp Stalker,Swamp Stalker,Shop,Uncommon,3.1,955.0,['Female'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-swamp-stalker-skin-icon-300x300.png
Swamp Stomper,Gator Force,Shop,Rare,3.2,267.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/06/fortnite-swamp-stomper-skin-featured-300x300.png
Swift,Street Rat,Shop,Rare,3.7,1100.0,"['Holidays', 'Lunar New Year', 'Male']",https://progameguides.com/wp-content/uploads/2020/01/fortnite-swift-skin-icon-300x300.png
Symbol Stalwart,Banner Brigade,Shop,Uncommon,2.5,878.0,['Male'],https://progameguides.com/wp-content/uploads/2019/07/fortnite-symbol-stalwart-skin-featured-300x300.png
Synapse,Synapse,Shop,Epic,3.6,1900.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/06/fortnite-synapse-skin-featured-300x300.png
Synth,Parallel Future,Shop,Epic,2.6,467.0,"['Male', 'Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2020/04/fortnite-synth-skin-icon-300x300.png
Synth Star,Garage Band,Shop,Epic,2.6,2300.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-synth-star-featured-png-300x300.png
Takara,Takara,Shop,Epic,3.1,1900.0,['Female'],https://progameguides.com/wp-content/uploads/2019/05/fortnite-takara-skin-icon-300x300.png
Tango,Tactical Fashions,Shop,Uncommon,2.8,563.0,['Male'],https://progameguides.com/wp-content/uploads/2020/01/fortnite-tango-skin-featured-300x300.png
Taro,Storm Familiars,Shop,Epic,3.1,2500.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-taro-featured-png-300x300.png
Tech Ops,Tech Ops,Shop,Rare,2.6,2300.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-tech-ops-featured-png-300x300.png
Teef,Final Reckoning,Shop,Epic,3.2,1200.0,"['Halloween', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-teef-skin-icon-300x300.png
Tek,Artificial Evolved,Shop,Rare,2.7,520.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/02/fortnite-tek-skin-icon-300x300.png
Teknique,Aerosol Assassins,Battle Pass,Epic,3.7,3700.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-teknique-icon-png-300x300.png
Tempest,Raging Storm,Shop,Legendary,3.8,2900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-tempest-skin-icon-300x300.png
Tender Defender,Fowl Play,Shop,Epic,3.1,2900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-tender-defender-featured-png-300x300.png
Terns,Changing Seasons,Shop,Epic,3.7,1400.0,['Male'],https://progameguides.com/wp-content/uploads/2019/11/fortnite-terns-skins-featured-300x300.png
Terra,Artificial Evolved,Shop,Rare,3.3,666.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/02/fortnite-terra-skin-icon-300x300.png
The Ace,Getaway Gang,Bundle,Epic,3.5,2900.0,"['Female', 'Starter Pack']",https://progameguides.com/wp-content/uploads/2018/08/fortnite-the-ace-featured-png-300x300.png
The Autumn Queen,Changing Seasons,Shop,Rare,3.7,1300.0,['Female'],https://progameguides.com/wp-content/uploads/2019/11/T-Soldier-HID-617-Athena-Commando-F-ForestQueen-L-300x300.png
The Brat,Missing Link,Shop,Rare,3.4,1100.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/11/fortnite-the-brat-skin-icon-300x300.png
The Dark Knight Movie Outfit,Gotham City,Bundle,DC,3.8,1700.0,"['Crossover', 'Male']",https://progameguides.com/wp-content/uploads/2019/09/fortnite-dark-knight-skin-icon-300x300.png
The Ice King,Ice Kingdom,Battle Pass,Legendary,3.9,5600.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2018/12/fortnite-outfit-the-ice-king-tier2-450x450.jpg
The Ice Queen,Ice Kingdom,Shop,Legendary,3.6,3900.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-the-ice-queen-icon-png-300x300.png
The Mandalorian,The Mandalorian,Battle Pass,Star Wars,3.9,488.0,[],https://progameguides.com/wp-content/uploads/2020/11/fortnite-outfit-mandalorian-style001.jpg
The Mighty Volt,Boundless,Shop,Legendary,3.7,227.0,"['Built-in', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-the-mighty-volt-icon-300x300.png
The Paradigm,The Seven,Shop,Rare,3.6,1100.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-the-paradigm-skin-icon-300x300.png
The Scientist,The Seven,Battle Pass,Legendary,3.4,2000.0,"['Male', 'Mystery Skin', 'Styles']",https://progameguides.com/wp-content/uploads/2019/09/fortnite-volta-skin-featured-300x300.png
Thor,Thor,Battle Pass,Marvel,3.7,593.0,"['Crossover', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/08/fortnite-thor-skin-icon-300x300.png
Tigeress,Ancients Reborn,Shop,Rare,3.3,741.0,"['Annual', 'Female', 'Holidays', 'Lunar New Year']",https://progameguides.com/wp-content/uploads/2020/01/fortnite-tigeress-skin-icon-300x300.png
Tinseltoes,Tinseltoes,Shop,Uncommon,3.2,3700.0,"['Christmas', 'Female', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-tinseltoes-icon-png-300x300.png
TNTina,Short Fuse,Battle Pass,Epic,3.8,1400.0,"['Built-in', 'Enlightened', 'Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/02/fortnite-tntina-skin-featured-300x300.png
Tomatohead,Pizza Pit,Shop,Epic,3.6,3400.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-tomatohead-featured-png-300x300.png
Tower Recon Specialist,Tower Recon Specialist,Shop,Uncommon,2.5,2800.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-tower-recon-specialist-icon-png-300x300.png
Toxic Trooper,Outbreak,Shop,Epic,3.0,2200.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-toxic-trooper-icon-png-300x300.png
Toy Trooper,Toy Soldier,Shop,Uncommon,3.7,3000.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/06/fortnite-toy-trooper-skin-featured-1-300x300.png
Tracker,Tracker,Shop,Uncommon,2.2,2200.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-tracker-icon-png-300x300.png
Trailblazer,Advanced Forces,Promotion,Epic,3.4,3000.0,"['Female', 'Twitch Prime']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-trailblazer-icon-png-300x300.png
Travis Scott,Travis Scott,Shop,Icon,3.8,2000.0,"['Crossover', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/03/fortnite-travis-scott-icon-300x300.png
Trench Raider,Fathoms Deep,Shop,Rare,2.6,589.0,['Male'],https://progameguides.com/wp-content/uploads/2019/10/fortnite-trench-raider-skin-featured-300x300.png
Trench Trawler,Watery Grave,Shop,Rare,2.5,339.0,"['Male', 'Reactive']",https://progameguides.com/wp-content/uploads/2020/06/fortnite-trench-trawler-skin-featured-300x300.png
Triage Trooper,Support Squadron,Shop,Epic,2.7,2200.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-triage-trooper-icon-png-300x300.png
Tricera Ops,Dino Guard,Shop,Legendary,3.6,3300.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-tricera-ops-featured-png-300x300.png
Triggerfish,Fish Food,Shop,Rare,3.8,1700.0,"['Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2019/11/fortnite-triggerfish-skin-icon-300x300.png
Trilogy,Trilogy,Promotion,Rare,3.1,589.0,"['Female', 'PlayStation Plus']",https://progameguides.com/wp-content/uploads/2019/12/fortnite-trilogy-skin-featured-300x300.png
Trinity,Diffuse Force,Unreleased,Uncommon,3.4,142.0,['Female'],https://progameguides.com/wp-content/uploads/2020/11/T-AthenaSoldiers-CID-933-Athena-Commando-F-FuturePink-300x300.png
Trog,Mountain Myths,Battle Pass,Epic,3.0,3100.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-trog-icon-png-300x300.png
Trooper,Trooper,Shop,Uncommon,2.3,2100.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-trooper-icon-png-300x300.png
Tsuki,Kata Tech,Shop,Rare,3.9,3900.0,"['Female', 'Robot']",https://progameguides.com/wp-content/uploads/2019/07/fortnite-tsuki-skin-icon-300x300.png
Turk vs Riptide,Open Water,Battle Pass,Rare,2.9,1000.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-riptide-skin-featured-165x300.png
Ultima Knight,Fort Knights,Battle Pass,Legendary,3.9,5200.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/08/fortnite-skin-ultima-knight-featured-130x300.png
Unpeely,Summer Legends,Bundle,Epic,3.7,459.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/07/fortnite-unpeely-skin-icon-300x300.png
Valkyrie,Harbinger,Shop,Legendary,3.5,3200.0,['Female'],https://progameguides.com/wp-content/uploads/2018/09/fortnite-valkyrie-featured-png-300x300.png
Valor,Valiant,Battle Pass,Legendary,3.1,3200.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-valor-icon-png-300x300.png
Vanguard Banshee,Origins,Shop,Uncommon,3.5,102.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/11/fortnite-vanguard-banshee-featured-300x300.png
Vector,Total Control,Shop,Rare,2.8,1400.0,['Male'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-skin-vector-featured-300x300.png
Venom,Venom,Shop,Marvel,3.8,659.0,"['Built-in', 'Crossover', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-venom-featured-300x300.png
Ventura,Venture,Shop,Epic,2.3,2300.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-ventura-icon-png-300x300.png
Venturion,Venture,Shop,Epic,2.9,2500.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-venturion-icon-png-300x300.png
Verge,Modern Mercenary,Shop,Uncommon,3.6,4300.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-verge-featured-png-300x300.png
Vice,Siege Strike,Shop,Uncommon,3.1,737.0,['Male'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-vice-skin-featured-300x300.png
Victoria Saint,Night Hunter,Shop,Rare,3.9,1100.0,"['Annual', 'Female', 'Halloween', 'Holidays', 'Styles']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-victoria-saint-featured-300x300.png
Venom,Venom,Shop,Marvel,3.9,672.0,"['Built-in', 'Crossover', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-venom-featured-300x300.png
Vintage Ramirez,Origins,Shop,Uncommon,3.7,175.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/11/fortnite-vintage-ramirez-icon-300x300.png
Violet,Ultimate Reckoning,Bundle,Epic,3.6,149.0,"['Female', 'Halloween', 'Holidays']",https://progameguides.com/wp-content/uploads/2020/10/fortnite-violet-icon-300x300.png
Vix,Catssassin,Shop,Epic,3.6,960.0,"['Built-in', 'Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/04/fortnite-vix-skin-featured-300x300.png
Vulture,Air Strike,Shop,Epic,3.6,1100.0,['Male'],https://progameguides.com/wp-content/uploads/2019/08/fortnite-vulture-skin-icon-300x300.png
Wake Rider,Aqua Marine,Unreleased,Rare,3.0,1100.0,['Male'],https://progameguides.com/wp-content/uploads/2019/10/fortnite-wake-rider-skin-featured-300x300.png
Wanderlust,Boundless,Shop,Legendary,3.4,166.0,"['Built-in', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-wanderlust-featured-300x300.png
Wavebreaker,Open Water,Bundle,Rare,3.6,1100.0,"['Female', 'Starter Pack']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-wavebreaker-skin-featured-300x300.png
Waveripper,Saltwater Strike,Shop,Rare,3.3,196.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/07/fortnite-waveripper-skin-icon-300x300.png
Willow,Final Reckoning,Bundle,Epic,3.8,1600.0,"['Female', 'Halloween', 'Holidays', 'Styles']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-willow-skin-icon-300x300.png
Wingman,Wingman,Bundle,Epic,3.2,2400.0,"['Male', 'Starter Pack']",https://progameguides.com/wp-content/uploads/2018/08/fortnite-wingman-featured-png-300x300.png
Wiretap,Spycraft,Shop,Rare,2.6,405.0,['Male'],https://progameguides.com/wp-content/uploads/2020/03/fortnite-wiretap-skin-icon-300x300.png
Wolf,Hit Squad,Shop,Rare,2.7,454.0,['Male'],https://progameguides.com/wp-content/uploads/2020/04/fortnite-wolf-skin-icon-300x300.png
Wolverine,Wolverine,Battle Pass,Marvel,3.8,736.0,"['Crossover', 'Male', 'Mystery Skin', 'Styles']",https://progameguides.com/wp-content/uploads/2020/08/fortnite-wolverine-icon-skin-300x300.png
Wonder,Wonder,Promotion,Epic,3.6,2500.0,[],https://progameguides.com/wp-content/uploads/2019/05/fortnite-wonder-skin-icon-300x300.png
Wooly Warrior,Wooly Warrior,Promotion,Rare,3.0,1100.0,"['Christmas', 'Female', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/12/fortnite-wooly-warrior-skin-icon-300x300.png
