name,set,availability,rarity,rating,num_votes,categories,pic
8-Ball vs Scratch,Stripes and Solids,Battle Pass,Epic,3.9,10000.0,"['Enlightened', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-scratch-skin-featured-137x300.png
A.I.M.,A.I.M.,Battle Pass,Legendary,3.1,14600.0,"['Male', 'Mystery Skin', 'Robot']",https://progameguides.com/wp-content/uploads/2018/11/fortnite-aim-icon-png-300x300.png
Absolute Zero,Arctic Command,Shop,Rare,2.7,11700.0,['Male'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-absolute-zero-featured-png-300x300.png
Abstrakt,Aerosol Assassins,Shop,Epic,3.2,11900.0,['Male'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-abstrakt-icon-png-300x300.png
Adeline,Colorway,Shop,Rare,3.3,941.0,['Styles'],https://progameguides.com/wp-content/uploads/2020/08/fortnite-adeline-skin-featured-300x300.png
Aerial Threat,Goalbound,Shop,Rare,2.3,10400.0,"['Male', 'Soccer', 'Sports', 'Styles']",https://progameguides.com/wp-content/uploads/2018/08/fortnite-aerial-threat-featured-png-300x300.png
Aerobic Assassin,Spandex Squad,Shop,Epic,1.9,10400.0,['Female'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-aerobic-assassin-featured-png-300x300.png
Aeronaut,Sky Stalker,Shop,Rare,2.8,4400.0,['Male'],https://progameguides.com/wp-content/uploads/2019/08/fortnite-aeronaut-skin-icon-300x300.png
Agent Peely,Banana Royale,Battle Pass,Epic,3.8,5200.0,"['Enlightened', 'Male']",https://progameguides.com/wp-content/uploads/2020/02/fortnite-agent-peely-skin-icon-300x300.png
Airhead,Airhead,Shop,Rare,3.0,8400.0,['Male'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-airhead-skin-featured-300x300.png
Airheart,Aviation Age,Shop,Rare,2.5,9300.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-airheart-featured-png-300x300.png
Alpine Ace (CAN),Winter Ski,Shop,Epic,3.3,2400.0,"['Male', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-alpine-ace-can-icon-png-300x300.png
Alpine Ace (CHN),Winter Ski,Shop,Epic,2.9,2000.0,"['Male', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-alpine-ace-chn-icon-png-300x300.png
Alpine Ace (FRA),Winter Ski,Shop,Epic,3.1,1900.0,"['Male', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-alpine-ace-fra-featured-png-300x300.png
Alpine Ace (GBR),Winter Ski,Shop,Epic,3.3,1900.0,"['Male', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-alpine-ace-gbr-featured-png-300x300.png
Alpine Ace (GER),Winter Ski,Shop,Epic,3.1,1800.0,"['Male', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-alpine-ace-ger-featured-png-300x300.png
Alpine Ace (KOR),Winter Ski,Shop,Epic,3.0,1700.0,"['Male', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-alpine-ace-kor-icon-png-300x300.png
Adeline,Colorway,Shop,Rare,3.3,921.0,['Styles'],https://progameguides.com/wp-content/uploads/2020/08/fortnite-adeline-skin-featured-300x300.png
Agent Peely,Banana Royale,Battle Pass,Epic,3.8,5100.0,"['Enlightened', 'Male']",https://progameguides.com/wp-content/uploads/2020/02/fortnite-agent-peely-skin-icon-300x300.png
Alpine Ace (USA),Winter Ski,Shop,Epic,3.4,1900.0,"['Male', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-alpine-ace-usa-featured-png-300x300.png
Anarchy Agent,Anarchy,Shop,Uncommon,2.4,4600.0,['Male'],https://progameguides.com/wp-content/uploads/2019/07/fortnite-anarchy-agent-skin-featured-300x300.png
Aquaman,Aquaman,Battle Pass,DC,3.7,1900.0,"['Crossover', 'Male', 'Mystery Skin', 'Styles']",https://progameguides.com/wp-content/uploads/2020/06/fortnite-aquaman-skin-featured-188x300.png
Arachne,Arachnid,Shop,Legendary,3.6,10800.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-arachne-featured-png-300x300.png
Arachne Couture,Crypt Crashers,Bundle,Epic,3.5,323.0,"['Female', 'Halloween', 'Holidays']",https://progameguides.com/wp-content/uploads/2020/10/fortnite-arachne-couture-icon-300x300.png
Archetype,Archetype,Shop,Epic,3.2,8900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-archetype-featured-png-300x300.png
Arctic Assassin,Arctic Command,Shop,Rare,3.7,10200.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-arctic-assassin-featured-png-300x300.png
Arctic Intel,Permafrost,Shop,Uncommon,2.8,2000.0,['Male'],https://progameguides.com/wp-content/uploads/2020/01/fortnite-arctic-intel-skin-icon-300x300.png
Arctica,Polar Ace,Shop,Rare,3.1,2400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/12/fortnite-arctica-skin-featured-300x300.png
Ark,Eternal Struggle,Shop,Legendary,3.8,12200.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-ark-featured-png-300x300.png
Armadillo,Armadillo,Shop,Uncommon,2.3,7400.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-armadillo-featured-png-300x300.png
Asmodeus,Battle Rites,Shop,Rare,2.9,4700.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/06/fortnite-asmodeus-skin-featured-300x300.png
﻿Assault Trooper,﻿Assault Trooper,Shop,Uncommon,3.0,9400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-assault-trooper-featured-png-300x300.png
Astra,Shooting Stars,Shop,Epic,3.9,4400.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/12/fortnite-astra-skin-icon-300x300.png
Astro Assassin,Astro Assassin,Shop,Epic,3.1,4100.0,['Female'],https://progameguides.com/wp-content/uploads/2019/07/fortnite-astro-assassin-skin-300x300.png
Astro Jack,Travis Scott,Shop,Icon,4.0,6300.0,"['Crossover', 'Male', 'Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2020/04/fortnite-astro-jack-skin-featured-300x300.png
Athleisure Assassin,Run the World,Shop,Rare,3.9,1700.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/08/fortnite-athleisure-assassin-skin-icon-300x300.png
Atlantean Fishstick,Fishlantis,Shop,Rare,3.7,878.0,['Male'],https://progameguides.com/wp-content/uploads/2020/07/fortnite-atlantean-fishstick-skin-icon-300x300.png
Aura,Aura,Shop,Uncommon,3.8,17000.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/05/fortnite-aura-skin-icon-300x300.png
Axiom,Third Eye,Shop,Rare,2.1,6300.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-axiom-featured-png-300x300.png
Axo,Axolotl Attack!,Shop,Rare,3.9,1300.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/08/fortnite-axo-skin-icon-300x300.png
Bachii,Battle Bun,Shop,Rare,3.1,3800.0,['Female'],https://progameguides.com/wp-content/uploads/2019/07/fortnite-bachii-skin-featured-300x300.png
Backbone,Biker Brigade,Shop,Rare,1.8,6800.0,['Male'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-backbone-featured-png-300x300.png
Backlash,Boundless,Shop,Legendary,3.4,508.0,"['Built-in', 'Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-backlash-icon-300x300.png
Bandolette,Tropic Troopers,Shop,Rare,3.6,10000.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-bandolette-icon-png-300x300.png
Bandolier,Tropic Troopers,Shop,Epic,2.9,6800.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-bandolier-icon-png-300x300.png
Banner Trooper,Banner Brigade,Shop,Uncommon,3.8,4700.0,['Female'],https://progameguides.com/wp-content/uploads/2019/07/fortnite-banner-trooper-skin-featured-300x300.png
Bao Bros,Bao Bros,Shop,Epic,3.2,6300.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/05/fortnite-bao-bros-featured-300x300.png
Barracuda,Saltwater Strike,Shop,Rare,3.1,497.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/07/fortnite-barracuda-skin-icon-300x300.png
Bash,The Leftovers,Shop,Epic,3.6,3200.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/09/fortnite-bash-skin-icon-300x300.png
Batman Comic Book Outfit,Gotham City,Bundle,DC,3.6,3400.0,"['Crossover', 'Male']",https://progameguides.com/wp-content/uploads/2019/09/fortnite-comic-batman-skin-icon-300x300.png
Battle Hound,Laoch,Shop,Legendary,3.5,8200.0,"['Holidays', 'Male', ""St. Patrick's Day""]",https://progameguides.com/wp-content/uploads/2019/04/fortnite-battle-hound-featured-png-300x300.png
Battlehawk,Advanced Forces,Battle Pass,Epic,2.3,6300.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-battlehawk-icon-png-300x300.png
Beach Bomber,Sunshine And Rainbows,Shop,Rare,3.9,12700.0,"['Bomber', 'Female']",https://progameguides.com/wp-content/uploads/2019/06/fortnite-skin-beach-bomber-featured-300x300.png
Bendie,Hot Air,Shop,Rare,2.0,7000.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-bendie-featured-png-300x300.png
Big Chuggus,Slurp Squad,Shop,Slurp,3.3,2600.0,['Male'],https://progameguides.com/wp-content/uploads/2019/11/T-Soldier-HID-620-Athena-Commando-L-BigChuggus-L-300x300.png
Big Mouth,Fearsome Freaks,Shop,Epic,3.6,3300.0,"['Halloween', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-big-mouth-skin-icon-300x300.png
Bigfoot,Bigfoot,Shop,Rare,2.3,4000.0,['Male'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-skin-bigfoot-featured-300x300.png
Birdie,Teed Off,Shop,Uncommon,3.3,6300.0,"['Female', 'Golf', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-birdie-featured-png-300x300.png
Black Knight,Fort Knights,Battle Pass,Legendary,3.9,20900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-black-knight-featured-png-300x300.png
Black Manta,Black Manta,Shop,DC,3.5,914.0,"['Crossover', 'Male']",https://progameguides.com/wp-content/uploads/2020/07/fortnite-black-manta-skin-featured-300x300.png
Black Widow Outfit,Avengers,Shop,Marvel,3.9,9900.0,"['Crossover', 'Female']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-black-widow-outfit-icon-300x300.png
Black Widow (Snow Suit),Black Widow,Shop,Marvel,3.8,381.0,"['Crossover', 'Female']",https://progameguides.com/wp-content/uploads/2020/11/fortnite-black-widow-snow-suit-icon-300x300.png
Blackheart,Scallywags,Battle Pass,Legendary,3.4,7300.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-blackheart-icon-png-300x300.png
Blacklight,Final Reckoning,Bundle,Epic,3.8,2800.0,"['Halloween', 'Holidays', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-blacklight-skin-icon-300x300.png
Blastoff,Boundless,Shop,Legendary,3.2,318.0,"['Built-in', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-blastoff-featured-300x300.png
Blitz,Fourth Down,Shop,Epic,3.2,6400.0,"['Crossover', 'Female', 'Football', 'Sports', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-blitz-featured-png-300x300.png
Blockade Runner,Spycraft,Shop,Rare,2.4,1300.0,['Female'],https://progameguides.com/wp-content/uploads/2020/03/fortnite-blockade-runner-skin-featured-300x300.png
Blue Squire,Fort Knights,Battle Pass,Rare,3.6,7800.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-blue-squire-icon-png-300x300.png
Blue Striker,Blue Striker,Promotion,Epic,2.5,5400.0,"['Male', 'PlayStation Plus']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-blue-striker-icon-png-300x300.png
Blue Team Leader,Blue Team Leader,Promotion,Rare,3.5,7200.0,"['Female', 'PlayStation Plus', 'Team Leaders']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-blue-team-leader-icon-png-300x300.png
Bolt,Bolt,Shop,Uncommon,3.4,4400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-bolt-skin-featured-300x300.png
Bonehead,Burning Bone,Shop,Epic,3.6,1700.0,['Male'],https://progameguides.com/wp-content/uploads/2020/03/fortnite-bonehead-skin-featured-300x300.png
Boxer,Special Delivery,Shop,Uncommon,3.0,1600.0,['Male'],https://progameguides.com/wp-content/uploads/2020/03/fortnite-boxer-skin-featured-300x300.png
Boxy,Special Delivery,Shop,Uncommon,2.8,1600.0,['Female'],https://progameguides.com/wp-content/uploads/2020/03/fortnite-boxy-skin-featured-300x300.png
Brainiac,Brainiac,Shop,Uncommon,3.2,7800.0,"['Annual', 'Halloween', 'Holidays', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-brainiac-icon-png-300x300.png
Branded Brawler,Banner Brigade,Shop,Uncommon,2.6,2300.0,['Male'],https://progameguides.com/wp-content/uploads/2019/07/fortnite-branded-brawler-skin-icon-300x300.png
Branded Brigadier,Banner Brigade,Shop,Uncommon,3.4,3000.0,['Female'],https://progameguides.com/wp-content/uploads/2019/07/fortnite-branded-brigadier-skin-featured-300x300.png
Brawler,Brawler,Shop,Rare,2.6,5400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-brawler-icon-png-300x300.png
Breakpoint,Waypoint,Bundle,Rare,3.9,8400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-breakpoint-skin-featured-300x300.png
Brilliant Bomber,Sunshine And Rainbows,Unreleased,Rare,3.8,3500.0,"['Bomber', 'Female']",https://progameguides.com/wp-content/uploads/2019/11/fortnite-brilliant-bomber-skins-featured-300x300.png
Brilliant Striker,Brilliant Striker,Shop,Rare,3.0,6500.0,['Female'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-brilliant-striker-skin-featured-300x300.png
Brite Blaster,Sunshine And Rainbows,Shop,Rare,2.4,1800.0,['Male'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-brite-blaster-skin-icon-300x300.png
Brite Bomber,Sunshine And Rainbows,Shop,Rare,3.9,13000.0,"['Bomber', 'Female']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-brite-bomber-featured-png-300x300.png
Brite Gunner,Sunshine And Rainbows,Shop,Epic,3.0,5500.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-brite-gunner-featured-png-300x300.png
Brutus,Brute Force,Battle Pass,Epic,3.0,2100.0,"['Enlightened', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/02/fortnite-brutus-skin-icon-300x300.png
Bryce 3000,Brobotics,Shop,Rare,3.4,765.0,['Robot'],https://progameguides.com/wp-content/uploads/2020/06/fortnite-bryce-3000-skin-featured-300x300.png
Bryne,Reef Royalty,Shop,Rare,3.0,488.0,['Female'],https://progameguides.com/wp-content/uploads/2020/08/fortnite-bryne-skin-icon-300x300.png
Buccaneer,Scallywags,Shop,Rare,3.0,4600.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-buccaneer-featured-png-300x300.png
Bull Shark,Fathoms Deep,Shop,Rare,2.9,1300.0,['Male'],https://progameguides.com/wp-content/uploads/2020/01/fortnite-bull-shark-skin-icon-300x300.png
Bullseye,Bullseye,Shop,Uncommon,3.9,10600.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-bullseye-featured-png-300x300.png
Bun Bun,Choco,Shop,Epic,3.2,1400.0,"['Annual', 'Easter', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2020/03/fortnite-bun-bun-skin-icon-300x300.png
Bundles,Royale Hearts,Shop,Rare,3.5,2100.0,"['Female', 'Reactive']",https://progameguides.com/wp-content/uploads/2019/11/fortnite-bundles-skin-featured-300x300.png
Bunker Jonesy,Bunker Days,Battle Pass,Epic,3.3,4800.0,['Male'],https://progameguides.com/wp-content/uploads/2019/05/fortnite-bunker-jonesy-skin-full-body-188x300.png
Bunnymoon,Bunnymoon,Shop,Uncommon,3.1,7100.0,"['Annual', 'Female', 'Halloween', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-bunnymoon-icon-png-300x300.png
Bunnywolf,Neon Jungle,Shop,Epic,3.6,1700.0,"['Female', 'Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2020/02/fortnite-bunnywolf-skin-icon-300x300.png
Burial Threat,Dead Ball,Shop,Rare,2.2,1700.0,"['Annual', 'Halloween', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-burial-threat-skin-featured-300x300.png
Burnout,RPM,Shop,Epic,3.3,5500.0,['Male'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-burnout-featured-png-300x300.png
Cabbie,Racer Royale,Shop,Uncommon,2.4,5000.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-cabbie-featured-png-300x300.png
Cable,X-Force,Shop,Marvel,3.1,1700.0,"['Crossover', 'Male']",https://progameguides.com/wp-content/uploads/2020/04/fortnite-cable-skin-featured-300x300.png
Calamity,Western Wilds,Battle Pass,Legendary,3.9,11700.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2018/09/fortnite-outfit-calamity-tier2-450x506.jpg
Callisto,Battle Rites,Shop,Rare,3.0,3300.0,['Female'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-callisto-skin-featured-300x300.png
Cameo vs Chic,Standout Style,Battle Pass,Epic,3.5,2400.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-chic-skin-featured-145x300.png
Candyman,Wild Hearts,Shop,Epic,2.4,1500.0,"['Annual', 'Holidays', 'Male', 'Reactive', ""Valentine's Day""]",https://progameguides.com/wp-content/uploads/2020/02/fortnite-candyman-skin-icon-300x300.png
Captain America,Avengers,Shop,Marvel,3.8,1300.0,"['Crossover', 'Male']",https://progameguides.com/wp-content/uploads/2020/06/fortnite-captain-america-skin-icon-300x300.png
Carbon Commando,Carbon Commando,Promotion,Rare,2.8,4800.0,"['Male', 'PlayStation Plus']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-carbon-commando-featured-png-300x300.png
Castaway Jonesy,Castaway Jonesy,Shop,Uncommon,3.3,502.0,['Male'],https://progameguides.com/wp-content/uploads/2020/08/fortnite-castaway-jonesy-skin-featured-300x300.png
Castor,Arcane Arts,Shop,Epic,3.2,5300.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2018/12/fortnite-castor-icewater-style-450x450.jpg
Catalyst,Drift,Battle Pass,Legendary,4.0,12100.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/08/fortnite-skin-catalyst-featured-161x300.png
Catastrophe,Hazcat,Shop,Rare,2.9,2000.0,['Female'],https://progameguides.com/wp-content/uploads/2019/08/fortnite-catastrophe-skin-icon-300x300.png
Catrina,Final Reckoning,Bundle,Epic,3.4,2000.0,"['Female', 'Halloween', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-catrina-skin-icon-300x300.png
Catwoman Comic Book Outfit,Gotham City,Shop,DC,3.3,2300.0,"['Crossover', 'Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/09/fortnite-catwoman-skin-icon-300x300.png
Caution,Beacons,Shop,Uncommon,3.0,1300.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/01/fortnite-caution-skin-icon-300x300.png
Chance,Spring Spirit,Shop,Rare,3.8,2100.0,"['Annual', 'Female', 'Holidays', ""St. Patrick's Day""]",https://progameguides.com/wp-content/uploads/2020/03/fortnite-chance-skin-icon-300x300.png
Chaos Agent,Final Reckoning,Shop,Epic,3.9,5200.0,"['Halloween', 'Holidays', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-chaos-agent-skin-icon-300x300.png
Chief Hopper,Stranger Things,Shop,Epic,3.4,2900.0,"['Crossover', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/07/fortnite-chief-hopper-skin-icon-300x300.png
Chill Count,Permafrost,Shop,Uncommon,3.2,1300.0,['Female'],https://progameguides.com/wp-content/uploads/2020/01/fortnite-chill-count-skin-icon-300x300.png
Chillout,Permafrost,Shop,Uncommon,2.8,937.0,['Male'],https://progameguides.com/wp-content/uploads/2020/01/fortnite-chillout-skin-icon-300x300.png
Chomp Sr.,Chomp,Shop,Legendary,3.1,5800.0,['Male'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-chomp-sr-featured-png-300x300.png
Chopper,Biker Brigade,Shop,Rare,2.3,4500.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-chopper-featured-png-300x300.png
Chromium,Solid Steel,Shop,Rare,2.4,4800.0,"['Female', 'Robot']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-chromium-featured-png-300x300.png
Cipher,Overclocked,Shop,Rare,2.2,4500.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-cipher-featured-png-300x300.png
Circuit Breaker,Overclocked,Shop,Rare,2.3,4400.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-circuit-breaker-featured-png-300x300.png
Clinical Crosser,Goalbound,Shop,Rare,3.6,7400.0,"['Female', 'Soccer', 'Sports', 'Styles']",https://progameguides.com/wp-content/uploads/2018/08/fortnite-clinical-crosser-featured-png-300x300.png
Cloaked Shadow,Cloaked Shadow,Shop,Epic,3.8,8800.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-cloaked-shadow-featured-png-300x300.png
Cloaked Star,Cloaked Star,Shop,Epic,3.2,5000.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-cloaked-star-featured-png-300x300.png
Cloud Striker,Cloud Striker,Promotion,Epic,3.6,156.0,['Female'],https://progameguides.com/wp-content/uploads/2020/11/fortnite-cloud-striker-featured-300x300.png
Cloudbreaker,Aviation Age,Shop,Rare,2.2,4300.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-cloudbreaker-featured-png-300x300.png
Clover Team Leader,Clover Team Leader,Shop,Uncommon,2.9,1300.0,"['Annual', 'Female', 'Holidays', ""St. Patrick's Day"", 'Team Leaders']",https://progameguides.com/wp-content/uploads/2020/03/fortnite-clover-team-leader-skin-icon-300x300.png
Cobalt,Cobalt,Bundle,Epic,3.0,5000.0,"['Male', 'Starter Pack']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-cobalt-featured-png-300x300.png
Cobb,Kernel Commando,Shop,Rare,3.6,132.0,"['Male', 'Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2020/11/fortnite-cobb-featured-300x300.png
Codename E.L.F.,Polar Legends,Bundle,Rare,3.8,9300.0,"['Christmas', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2018/08/fortnite-codename-elf-skin-featured-300x300.png
Cole,Cole,Shop,Uncommon,2.3,3000.0,[],https://progameguides.com/wp-content/uploads/2019/05/fortnite-cole-skin-icon-300x300.png
Comfy Chomps,Feeding Frenzy,Shop,Rare,3.3,555.0,['Male'],https://progameguides.com/wp-content/uploads/2020/06/fortnite-comfy-chomps-skin-icon-300x300.png
Commando,Commando,Shop,Uncommon,3.5,6700.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-commando-featured-png-300x300.png
Contract Giller,Bassassin,Bundle,Rare,3.8,1900.0,['Male'],https://progameguides.com/wp-content/uploads/2020/03/fortnite-contract-giller-skin-featured-150x300.png
Copper Wasp,Kata Tech,Shop,Epic,2.9,2000.0,"['Male', 'Robot']",https://progameguides.com/wp-content/uploads/2019/07/fortnite-copper-wasp-skin-featured-300x300.png
Corrupted Arachne,Web of Corruption,Bundle,Epic,3.7,216.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-corrupted-arachne-skin-icon-300x300.png
Corrupted Insight,Web of Corruption,Bundle,Epic,3.7,187.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-corrupted-insight-skin-icon-300x300.png
Corrupted Shogun,Web of Corruption,Bundle,Epic,3.7,227.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-corrupted-shogun-skin-icon-300x300.png
Corrupted Voyager,Space Explorers,Shop,Epic,3.6,2100.0,['Female'],https://progameguides.com/wp-content/uploads/2019/08/fortnite-corrupted-voyager-skin-icon-300x300.png
Cozy Chomps,Feeding Frenzy,Shop,Rare,3.9,1000.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/06/fortnite-cozy-chomps-skin-icon-300x300.png
Cozy Commander,Cozy Command,Shop,Uncommon,3.6,1900.0,"['Annual', 'Christmas', 'Female', 'Holidays', 'Styles']",https://progameguides.com/wp-content/uploads/2019/12/fortnite-cozy-commander-skin-icon-300x300.png
Crackabella,Nutcracker,Shop,Epic,2.7,5600.0,"['Christmas', 'Female', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-crackabella-featured-png-300x300.png
Crackshot,Nutcracker,Shop,Legendary,3.5,6600.0,"['Annual', 'Christmas', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-crackshot-featured-png-300x300.png
Crimson Elite,Nightfire,Shop,Uncommon,3.2,1100.0,['Male'],https://progameguides.com/wp-content/uploads/2020/03/fortnite-crimson-elite-skin-featured-300x300.png
Crimson Scout,Crimson Scout,Shop,Uncommon,2.3,4100.0,"['Holidays', 'Lunar New Year', 'Male']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-crimson-scout-featured-png-300x300.png
Criterion,Criterion,Shop,Legendary,2.7,4700.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-criterion-featured-png-300x300.png
Crusher,Wild Hearts,Shop,Uncommon,3.4,1500.0,"['Annual', 'Female', 'Holidays', ""Valentine's Day""]",https://progameguides.com/wp-content/uploads/2020/02/fortnite-crusher-skin-icon-300x300.png
Crustina,Pizza Pitfighter,Shop,Uncommon,2.7,284.0,['Female'],https://progameguides.com/wp-content/uploads/2020/08/fortnite-crustina-skin-featured-300x300.png
Crypt Crosser,Dead Ball,Shop,Rare,1.9,1700.0,"['Annual', 'Female', 'Halloween', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-crypt-crosser-skin-featured-300x300.png
Cryptic,Cryptic,Shop,Rare,3.5,3900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/05/fortnite-skin-cryptic-featured-300x300.png
Cuddle Team Leader,Royale Hearts,Shop,Legendary,3.8,7700.0,"['Female', 'Holidays', 'Team Leaders', ""Valentine's Day""]",https://progameguides.com/wp-content/uploads/2019/04/fortnite-cuddle-team-leader-featured-png-300x300.png
Cuddlepool,Deadpool,Shop,Marvel,3.7,1800.0,"['Crossover', 'Female']",https://progameguides.com/wp-content/uploads/2020/04/fortnite-cuddle-poolskin-icon-300x300.png
Cutiepie,Nightmare Yule,Shop,Rare,2.4,1500.0,"['Annual', 'Christmas', 'Female', 'Holidays', 'Styles']",https://progameguides.com/wp-content/uploads/2019/12/fortnite-cutiepie-skin-featured-300x300.png
Cyclo,Cyclo,Shop,Legendary,3.9,2400.0,['Male'],https://progameguides.com/wp-content/uploads/2020/05/fortnite-cyclo-skin-icon-300x300.png
